judul,tipe,kota,harga,harga_raw,lokasi,kecamatan,luas_tanah,luas_bangunan,kamar_tidur,kamar_mandi,sumber,carport,url,tanggal_scrape
Rumah 2 Lantai Bebas Banjir di Tengah Kota Samarinda Jalan Juanda,rumah-jual,samarinda,"Rp 1,7 Miliar",1700000000,"Samarinda Ulu, Samarinda",Samarinda Ulu,170 m²,200 m²,3,3,rumah123,1 + 1,https://www.rumah123.com/properti/samarinda-samarinda-ulu/rumah-2-lantai-bebas-banjir-di-tengah-kota-samarinda-jalan-juanda-hos40761837/,03-22-26
Tanah Tepi Jalan Protokol Di Kota Samarinda,rumah-jual,samarinda,"Rp 7,5 Miliar",7500000000,"Samarinda Ulu, Samarinda",Samarinda Ulu,320 m²,120 m²,2 + 1,2 + 1,rumah123,10,https://www.rumah123.com/properti/samarinda-samarinda-ulu/tanah-tepi-jalan-protokol-di-kota-samarinda-hos12651243/,03-22-26
"Rumah, 2 Lantai Jln. Jakarta 2. Loa Bakung. Samarinda",rumah-jual,samarinda,"Rp 1,2 Miliar",1200000000,"Sungai Kunjang, Samarinda",Sungai Kunjang,200 m²,200 m²,4,4,rumah123,2,https://www.rumah123.com/properti/samarinda-sungai-kunjang/rumah-2-lantai-jln-jakarta-2-loa-bakung-samarinda-hos40690668/,03-22-26
"Rumah, 1 Lantai Jl. Belimau, Lempake, Samarinda",rumah-jual,samarinda,"Rp 1,8 Miliar",1800000000,"Samarinda Utara, Samarinda",Samarinda Utara,442 m²,312 m²,3,3,rumah123,1 + 2,https://www.rumah123.com/properti/samarinda-samarinda-utara/rumah-1-lantai-jl-belimau-lempake-samarinda-hos40690553/,03-22-26
Rumah Mewah.2 Lantai Dijual,rumah-jual,samarinda,"Rp 1,7 Miliar",1700000000,"Samarinda Ilir, Samarinda",Samarinda Ilir,885 m²,299 m²,5,4,rumah123,2,https://www.rumah123.com/properti/samarinda-samarinda-ilir/rumah-mewah2-lantai-dijual-hos40482145/,03-22-26
Rumah mewah  di perumahan Bukit Mediterania,rumah-jual,samarinda,Rp 7 Miliar,7000000000,"Samarinda Ulu, Samarinda",Samarinda Ulu,440 m²,310 m²,3,4,rumah123,,https://www.rumah123.com/properti/samarinda-samarinda-ulu/rumah-mewah-di-perumahan-bukit-mediterania-hos17147116/,03-22-26
"Rumah Jual Area Samarinda Ulu Bangunan Terdiri Rumah Induk, Kost-kostan Dan Raung Usaha Dekat Kantor Imigrasi, Kantor Pajak, Fasilitas Umum, Masjid, Pasar",rumah-jual,samarinda,"Rp 3,75 Miliar",3750000000,"Samarinda Ulu, Samarinda",Samarinda Ulu,513 m²,500 m²,11,7,rumah123,6,https://www.rumah123.com/properti/samarinda-samarinda-ulu/rumah-jual-area-samarinda-ulu-bangunan-terdiri-rumah-induk-kostkostan-dan-raung-usaha-dekat-kantor-imigrasi-kantor-hos40602467/,03-22-26
Rumah Semi Furnished SHM,rumah-jual,samarinda,Rp 839 Juta,839000000,"Samarinda Ilir, Samarinda",Samarinda Ilir,160 m²,160 m²,3,2,rumah123,1 + 1,https://www.rumah123.com/properti/samarinda-samarinda-ilir/rumah-semi-furnished-shm-hos40554163/,03-22-26
Rumah mewah dijual di Perumahan Citraland City,rumah-jual,samarinda,"Rp 5,2 Miliar",5200000000,"Sungai Pinang, Samarinda",Sungai Pinang,324 m²,500 m²,9,5,rumah123,,https://www.rumah123.com/properti/samarinda-sungai-pinang/rumah-mewah-dijual-di-perumahan-citraland-city-hos19083272/,03-22-26
Rumah 2 Lantai Exclusive Di Perumahan Alaya,rumah-jual,samarinda,"Rp 5,9 Miliar",5900000000,"Sungai Pinang, Samarinda",Sungai Pinang,320 m²,200 m²,5,4,rumah123,1 + 1,https://www.rumah123.com/properti/samarinda-sungai-pinang/rumah-2-lantai-exclusive-di-perumahan-alaya-hos40553155/,03-22-26
"Rumah Shm Di Jl. Pelita,., Sungai Pinang Dalam, Sungai Pinang, Kota Samarinda, Kalimantan Timur, Indonesia, 75117, Sungai Pinang",rumah-jual,samarinda,Rp 390 Juta,390000000,"Sungai Pinang, Samarinda",Sungai Pinang,150 m²,100 m²,8,3,rumah123,,https://www.rumah123.com/properti/samarinda-sungai-pinang/rumah-shm-di-jl-pelita-sungai-pinang-dalam-sungai-pinang-kota-samarinda-kalimantan-timur-indonesia-75117-sungai-pinang-hos40551918/,03-22-26
Rumah Butuh Minim Renovasi SHM,rumah-jual,samarinda,"Rp 3,9 Miliar",3900000000,"Samarinda Kota, Samarinda",Samarinda Kota,300 m²,250 m²,4,3,rumah123,1 + 1,https://www.rumah123.com/properti/samarinda-samarinda-kota/rumah-butuh-minim-renovasi-shm-hos40509251/,03-22-26
Rumah 1 lantai setengah dijual di perumahan pondok surya,rumah-jual,samarinda,"Rp 1,4 Miliar",1400000000,"Sungai Pinang, Samarinda",Sungai Pinang,303 m²,250 m²,3,3,rumah123,,https://www.rumah123.com/properti/samarinda-sungai-pinang/rumah-1-lantai-setengah-dijual-di-perumahan-pondok-surya-hos19040703/,03-22-26
Rumah 2 lantai dijual di Bengkuring,rumah-jual,samarinda,Rp 825 Juta,825000000,"Samarinda Utara, Samarinda",Samarinda Utara,150 m²,200 m²,5,3,rumah123,,https://www.rumah123.com/properti/samarinda-samarinda-utara/rumah-2-lantai-dijual-di-bengkuring-hos19192186/,03-22-26
Dijual Rumah Furnish 2 Lantai Lokasi Strategis di Kota Samarinda Kalimantan Timur,rumah-jual,samarinda,Rp 2 Miliar,2000000000,"Sungai Pinang, Samarinda",Sungai Pinang,245 m²,392 m²,6,3,rumah123,,https://www.rumah123.com/properti/samarinda-sungai-pinang/dijual-rumah-furnish-2-lantai-lokasi-strategis-di-kota-samarinda-kalimantan-timur-hos40459366/,03-22-26
Rumah Tinggal dalam Perumahan Furnish Lokasi Kota Samarinda - Kalimantan Timur,rumah-jual,samarinda,Rp 500 Juta,500000000,"Samarinda Utara, Samarinda",Samarinda Utara,120 m²,70 m²,2,2,rumah123,1,https://www.rumah123.com/properti/samarinda-samarinda-utara/rumah-tinggal-dalam-perumahan-furnish-lokasi-kota-samarinda-kalimantan-timur-hos40459343/,03-22-26
"Rumah Unfurnished Di Citraland, samarinda",rumah-jual,samarinda,Rp 750 Juta,750000000,"Sungai Pinang, Samarinda",Sungai Pinang,94 m²,70 m²,3,2,rumah123,1 + 1,https://www.rumah123.com/properti/samarinda-sungai-pinang/rumah-unfurnished-di-citraland-samarinda-hos40357818/,03-22-26
Rumah Semi Furnish Ditengah Kota Samarinda Kalimantan Timur,rumah-jual,samarinda,"Rp 3,4 Miliar",3400000000,"Samarinda Kota, Samarinda",Samarinda Kota,300 m²,600 m²,5,3,rumah123,3 + 3,https://www.rumah123.com/properti/samarinda-samarinda-kota/rumah-semi-furnish-ditengah-kota-samarinda-kalimantan-timur-hos40254039/,03-22-26
Rumah Dijual Bagus Ditengah Kota Samarinda,rumah-jual,samarinda,"Rp 3,65 Miliar",3650000000,"Samarinda Kota, Samarinda",Samarinda Kota,330 m²,290 m²,5,4 + 1,rumah123,2 + 2,https://www.rumah123.com/properti/samarinda-samarinda-kota/rumah-dijual-bagus-ditengah-kota-samarinda-hos40253929/,03-22-26
DIJUAL RUMAH 2 LANTAI MURAH DI PERUMAHAN ELIT VILLA TAMARA KOTA SAMARINDA,rumah-jual,samarinda,"Rp 1,3 Miliar",1300000000,"Samarinda Ulu, Samarinda",Samarinda Ulu,72 m²,144 m²,3,2,rumah123,,https://www.rumah123.com/properti/samarinda-samarinda-ulu/dijual-rumah-2-lantai-murah-di-perumahan-elit-villa-tamara-kota-samarinda-hos19225228/,03-22-26
Rumah Samarinda Sebrang Siap Huni Didukung Dengan Fasilitas Perumahan,rumah-jual,samarinda,Rp 542 Juta,542000000,"Samarinda Seberang, Samarinda",Samarinda Seberang,91 m²,36 m²,2,1,rumah123,,https://www.rumah123.com/properti/samarinda-samarinda-seberang/rumah-samarinda-sebrang-siap-huni-didukung-dengan-fasilitas-perumahan-hos40149028/,03-22-26
Rumah Minimalis Siap Huni Murah Perumahan Favorit,rumah-jual,samarinda,Rp 800 Juta,800000000,"Loa Janan Ilir, Samarinda",Loa Janan Ilir,72 m²,60 m²,2,2,rumah123,1,https://www.rumah123.com/properti/samarinda-loa-janan-ilir/rumah-minimalis-siap-huni-murah-perumahan-favorit-hos17884934/,03-22-26
Rumah Mewah Terawat Dan Lengkap Di Samarinda,rumah-jual,samarinda,"Rp 2,8 Miliar",2800000000,"Sungai Kunjang, Samarinda",Sungai Kunjang,240 m²,140 m²,4,4,rumah123,4,https://www.rumah123.com/properti/samarinda-sungai-kunjang/rumah-mewah-terawat-dan-lengkap-di-samarinda-hos13447914/,03-22-26
Rumah Murah Minimalis Dekat Mall Samarinda,rumah-jual,samarinda,"Rp 3,6 Miliar",3600000000,"Sungai Kunjang, Samarinda",Sungai Kunjang,544 m²,680 m²,8,5,rumah123,1 + 3,https://www.rumah123.com/properti/samarinda-sungai-kunjang/rumah-murah-minimalis-dekat-mall-samarinda-hos13711702/,03-22-26
Rumah Pinggir Jalan Ramai Di Samarinda Kota,rumah-jual,samarinda,"Rp 6,5 Miliar",6500000000,"Samarinda Kota, Samarinda",Samarinda Kota,391 m²,285 m²,5 + 1,3 + 1,rumah123,1,https://www.rumah123.com/properti/samarinda-samarinda-kota/rumah-pinggir-jalan-ramai-di-samarinda-kota-hos40019399/,03-22-26
Rumah Mewah Dan Harga Murah Di Samarinda,rumah-jual,samarinda,"Rp 2,8 Miliar",2800000000,"Samarinda Utara, Samarinda",Samarinda Utara,212 m²,350 m²,5,3,rumah123,2,https://www.rumah123.com/properti/samarinda-samarinda-utara/rumah-mewah-dan-harga-murah-di-samarinda-hos12445127/,03-22-26
Rumah Minimalis 2 Lantai Siap Huni Tengah Kota Samarinda,rumah-jual,samarinda,"Rp 1,7 Miliar",1700000000,"Sungai Pinang, Samarinda",Sungai Pinang,180 m²,300 m²,4,4,rumah123,2,https://www.rumah123.com/properti/samarinda-sungai-pinang/rumah-minimalis-2-lantai-siap-huni-tengah-kota-samarinda-hos18655559/,03-22-26
Rumah Nyaman Siap Huni Dekat Big Mall Samarinda,rumah-jual,samarinda,"Rp 3,6 Miliar",3600000000,"Sungai Kunjang, Samarinda",Sungai Kunjang,544 m²,680 m²,8,5,rumah123,2 + 4,https://www.rumah123.com/properti/samarinda-sungai-kunjang/rumah-nyaman-siap-huni-dekat-big-mall-samarinda-hos17508797/,03-22-26
Rumah 2 Lantai Siap Huni Tengah Kota Samarinda,rumah-jual,samarinda,Rp 3 Miliar,3000000000,"Sungai Kunjang, Samarinda",Sungai Kunjang,300 m²,400 m²,3 + 1,1 + 1,rumah123,2 + 2,https://www.rumah123.com/properti/samarinda-sungai-kunjang/rumah-2-lantai-siap-huni-tengah-kota-samarinda-hos15910666/,03-22-26
RUMAH MINIMALIS MURAH TEPI JALAN DI SAMARINDA,rumah-jual,samarinda,"Rp 1,3 Miliar",1300000000,"Sungai Kunjang, Samarinda",Sungai Kunjang,240 m²,70 m²,2,2,rumah123,1 + 1,https://www.rumah123.com/properti/samarinda-sungai-kunjang/rumah-minimalis-murah-tepi-jalan-di-samarinda-hos12853457/,03-22-26
"Jual Rumah di Citraland city , samarinda",rumah-jual,samarinda,"Rp 1,5 Miliar",1500000000,"Sungai Pinang, Samarinda",Sungai Pinang,144 m²,96 m²,3,3,rumah123,1,https://www.rumah123.com/properti/samarinda-sungai-pinang/jual-rumah-di-citraland-city-samarinda-hos39960706/,03-22-26
Rumah Bagus Citra di Gading. Sambutan. Samarinda.,rumah-jual,samarinda,"Rp 1,4 Miliar",1400000000,"Sambutan, Samarinda",Sambutan,175 m²,123 m²,4,2,rumah123,1,https://www.rumah123.com/properti/samarinda-sambutan/rumah-bagus-citra-di-gading-sambutan-samarinda-hos39960642/,03-22-26
Rumah Cantik Interior Dan View Lepas Dalam Perum Di Samarinda,rumah-jual,samarinda,"Rp 5,5 Miliar",5500000000,"Samarinda Utara, Samarinda",Samarinda Utara,216 m²,300 m²,4,4 + 1,rumah123,2,https://www.rumah123.com/properti/samarinda-samarinda-utara/rumah-cantik-interior-dan-view-lepas-dalam-perum-di-samarinda-hos39956398/,03-22-26
"Rumah Furnished Di Pandan harum hill, samarinda",rumah-jual,samarinda,"Rp 1,7 Miliar",1700000000,"Samarinda Ulu, Samarinda",Samarinda Ulu,72 m²,240 m²,2,2,rumah123,2,https://www.rumah123.com/properti/samarinda-samarinda-ulu/rumah-furnished-di-pandan-harum-hill-samarinda-hos39278760/,03-22-26
"Rumah Siap Huni Di Pinggir Kota Samarinda, Seperti Rumah Bangsalan Yg Memiliki 4 Pintu / 4 Ruangan Yang Masing Masing Ruangan Memiliki 1 Kt Dan 1 Km",rumah-jual,samarinda,Rp 750 Juta,750000000,"Samarinda Ulu, Samarinda",Samarinda Ulu,200 m²,128 m²,4,4,rumah123,,https://www.rumah123.com/properti/samarinda-samarinda-ulu/rumah-siap-huni-di-pinggir-kota-samarinda-seperti-rumah-bangsalan-yg-memiliki-4-pintu-4-ruangan-yang-masing-masing-hos39716917/,03-22-26
Rumah Masih Baru Di Perum Citraland Samarinda,rumah-jual,samarinda,Rp 980 Juta,980000000,"Samarinda Utara, Samarinda",Samarinda Utara,144 m²,70 m²,3,2,rumah123,1,https://www.rumah123.com/properti/samarinda-samarinda-utara/rumah-masih-baru-di-perum-citraland-samarinda-hos39608220/,03-22-26
Rumah cantik primary dijual di perumahan Alaya,rumah-jual,samarinda,"Rp 2,08 Miliar",2080000000,"Sungai Pinang, Samarinda",Sungai Pinang,140 m²,100 m²,3,2,rumah123,,https://www.rumah123.com/properti/samarinda-sungai-pinang/rumah-cantik-primary-dijual-di-perumahan-alaya-hos39167909/,03-22-26
Rumah Disign Modern Minimalis,rumah-jual,samarinda,Rp 5 Miliar,5000000000,"Samarinda Kota, Samarinda",Samarinda Kota,314 m²,360 m²,5,5,rumah123,2 + 4,https://www.rumah123.com/properti/samarinda-samarinda-kota/rumah-disign-modern-minimalis-hos39393228/,03-22-26
Rumah 4 Lantai Lokasi Strategis,rumah-jual,samarinda,Rp 9 Miliar,9000000000,"Samarinda Kota, Samarinda",Samarinda Kota,364 m²,749 m²,7 + 1,7 + 1,rumah123,2 + 2,https://www.rumah123.com/properti/samarinda-samarinda-kota/rumah-4-lantai-lokasi-strategis-hos39387411/,03-22-26
Dijual Rumah di Perumahan Villa Tamara di Tengah Kota Samarinda,rumah-jual,samarinda,"Rp 3,5 Miliar",3500000000,"Samarinda Ulu, Samarinda",Samarinda Ulu,240 m²,300 m²,4,3,rumah123,,https://www.rumah123.com/properti/samarinda-samarinda-ulu/rumah-di-perumahan-elite-villa-tamara-di-tengah-kota-samarinda-hos18699038/,03-22-26
RUMAH 1 LANTAI STRATEGIS TENGAH KOTA DI JALAN BELATUK UNMUL KOTA SAMARINDA,rumah-jual,samarinda,"Rp 1,5 Miliar",1500000000,"Samarinda Ulu, Samarinda",Samarinda Ulu,180 m²,180 m²,3,2,rumah123,,https://www.rumah123.com/properti/samarinda-samarinda-ulu/rumah-1-lantai-strategis-tengah-kota-di-jalan-belatuk-unmul-kota-samarinda-hos39091507/,03-22-26
RUMAH DI TENGAH KOTA,rumah-jual,samarinda,"Rp 3,6 Miliar",3600000000,"Samarinda Kota, Samarinda",Samarinda Kota,312 m²,300 m²,3,2,rumah123,,https://www.rumah123.com/properti/samarinda-samarinda-kota/rumah-di-tengah-kota-hos39284569/,03-22-26
RUMAH HOOK SIAP HUNI TENGAH KOTA SAMARINDA,rumah-jual,samarinda,"Rp 1,2 Miliar",1200000000,"Samarinda Ulu, Samarinda",Samarinda Ulu,216 m²,200 m²,2 + 1,2 + 1,rumah123,1 + 1,https://www.rumah123.com/properti/samarinda-samarinda-ulu/rumah-hook-siap-huni-tengah-kota-samarinda-hos39136229/,03-22-26
RUMAH 2KAMAR SIAP HUNI,rumah-jual,samarinda,Rp 450 Juta,450000000,"Samarinda Kota, Samarinda",Samarinda Kota,84 m²,60 m²,2,1,rumah123,,https://www.rumah123.com/properti/samarinda-samarinda-kota/rumah-2kamar-siap-huni-hos39279785/,03-22-26
RUMAH 3 KAMAR TIDUR,rumah-jual,samarinda,Rp 680 Juta,680000000,"Sambutan, Samarinda",Sambutan,200 m²,150 m²,3,1,rumah123,,https://www.rumah123.com/properti/samarinda-sambutan/rumah-3-kamar-tidur-hos39279758/,03-22-26
RUMAH 2KAMAR DEKAT KAMPUS UINSI SEBERANG,rumah-jual,samarinda,Rp 500 Juta,500000000,"Samarinda Seberang, Samarinda",Samarinda Seberang,150 m²,130 m²,2,1,rumah123,,https://www.rumah123.com/properti/samarinda-samarinda-seberang/rumah-2kamar-dekat-kampus-uinsi-seberang-hos39279744/,03-22-26
Dijual Rumah Baru jadi Lokasi Strategis,rumah-jual,samarinda,Rp 680 Juta,680000000,"Samarinda Utara, Samarinda",Samarinda Utara,96 m²,48 m²,2,1,rumah123,,https://www.rumah123.com/properti/samarinda-samarinda-utara/dijual-rumah-baru-jadi-lokasi-strategis-hos39279691/,03-22-26
RUMAH MURAH DI PERUM BUKIT PINANG,rumah-jual,samarinda,Rp 550 Juta,550000000,"Sungai Pinang, Samarinda",Sungai Pinang,100 m²,100 m²,2,2,rumah123,,https://www.rumah123.com/properti/samarinda-sungai-pinang/rumah-murah-di-perum-bukit-pinang-hos39229404/,03-22-26
DIJUAL DAN DI SEWAKAN DIPERUMAHAN CITRALAND,rumah-jual,samarinda,"Rp 1,6 Miliar",1600000000,"Sungai Pinang, Samarinda",Sungai Pinang,105 m²,140 m²,2,2,rumah123,,https://www.rumah123.com/properti/samarinda-sungai-pinang/dijual-dan-di-sewakan-diperumahan-citraland-hos39123134/,03-22-26
RUMAH DAN TANAH DIJUAL,rumah-jual,samarinda,"Rp 1,3 Miliar",1300000000,"Sungai Kunjang, Samarinda",Sungai Kunjang,250 m²,96 m²,2,2,rumah123,,https://www.rumah123.com/properti/samarinda-sungai-kunjang/rumah-dan-tanah-dijual-hos39118425/,03-22-26
Rumah Dijual / Di sewakan Citraland City Cluster Horison,rumah-jual,samarinda,"Rp 1,4 Miliar",1400000000,"Samarinda Ulu, Samarinda",Samarinda Ulu,171 m²,49 m²,3,1,rumah123,,https://www.rumah123.com/properti/samarinda-samarinda-ulu/rumah-dijual-di-sewakan-citraland-city-cluster-horison-hos39012256/,03-22-26
Rumah Dijual di Perumahan Tengah Kota Samarinda,rumah-jual,samarinda,"Rp 1,8 Miliar",1800000000,"Samarinda Ulu, Samarinda",Samarinda Ulu,150 m²,140 m²,4,3,rumah123,,https://www.rumah123.com/properti/samarinda-samarinda-ulu/rumah-dijual-di-perumahan-tengah-kota-samarinda-hos38956047/,03-22-26
RUMAH  CITRALAND DIJUAL,rumah-jual,samarinda,"Rp 1,45 Miliar",1450000000,"Sungai Pinang, Samarinda",Sungai Pinang,131 m²,83 m²,2,4,rumah123,,https://www.rumah123.com/properti/samarinda-sungai-pinang/rumah-citraland-dijual-hos38906588/,03-22-26
rumah dijual di komplek perumahan di tengah kota samarinda,rumah-jual,samarinda,Rp 1 Miliar,1000000000,"Samarinda Ulu, Samarinda",Samarinda Ulu,232 m²,90 m²,3,2,rumah123,,https://www.rumah123.com/properti/samarinda-samarinda-ulu/rumah-dijual-di-komplek-perumahan-di-tengah-kota-samarinda-hos19231194/,03-22-26
Rumah Sederhana & Nyaman Di Samarinda,rumah-jual,samarinda,Rp 500 Juta,500000000,"Sungai Kunjang, Samarinda",Sungai Kunjang,77 m²,48 m²,2,1,rumah123,1,https://www.rumah123.com/properti/samarinda-sungai-kunjang/rumah-sederhana-nyaman-di-samarinda-hos19228874/,03-22-26
RUMAH MEWAH MEDITERANIA,rumah-jual,samarinda,"Rp 4,3 Miliar",4300000000,"Samarinda Kota, Samarinda",Samarinda Kota,300 m²,131 m²,3,3,rumah123,,https://www.rumah123.com/properti/samarinda-samarinda-kota/rumah-mewah-mediterania-hos19137344/,03-22-26
Rumah cantik dijual di perumahan Citraland,rumah-jual,samarinda,"Rp 1,7 Miliar",1700000000,"Sungai Pinang, Samarinda",Sungai Pinang,162 m²,160 m²,5,4,rumah123,,https://www.rumah123.com/properti/samarinda-sungai-pinang/rumah-cantik-dijual-di-perumahan-citraland-hos18909301/,03-22-26
Rumah Jual Siap Huni Juanda Samarinda Ulu 9046,rumah-jual,samarinda,Rp 975 Juta,975000000,"Samarinda Ulu, Samarinda",Samarinda Ulu,119 m²,240 m²,3,3,rumah123,1,https://www.rumah123.com/properti/samarinda/hos18859745/,03-22-26
Rumah 1 lantai setengah dijual di perumahan pondok surya,rumah-jual,samarinda,"Rp 1,65 Miliar",1650000000,"Sungai Pinang, Samarinda",Sungai Pinang,303 m²,250 m²,3,3,rumah123,,https://www.rumah123.com/properti/samarinda-sungai-pinang/rumah-1-lantai-setengah-dijual-di-perumahan-pondok-surya-hos18810060/,03-22-26
MONTEGLIA CITRALAND CITY SAMARINDA,rumah-jual,samarinda,Rp 2 Miliar,2000000000,"Sungai Pinang, Samarinda",Sungai Pinang,126 m²,96 m²,2,1,rumah123,,https://www.rumah123.com/properti/samarinda-sungai-pinang/monteglia-citraland-city-samarinda-hos18500320/,03-22-26
SAMARINDA HILLS,rumah-jual,samarinda,Rp 450 Juta,450000000,"Loa Janan Ilir, Samarinda",Loa Janan Ilir,91 m²,40 m²,2,1,rumah123,,https://www.rumah123.com/properti/samarinda-loa-janan-ilir/samarinda-hills-hos18142250/,03-22-26
Rumah di jual di Aws syahrani samarinda dekat  lembuswana,rumah-jual,samarinda,"Rp 2,7 Miliar",2700000000,"Samarinda Kota, Samarinda",Samarinda Kota,400 m²,500 m²,4 + 1,4 + 1,rumah123,1 + 3,https://www.rumah123.com/properti/samarinda-samarinda-kota/rumah-di-jual-di-aws-syahrani-samarinda-dekat-lembuswana-hos17195394/,03-22-26
Rumah Siap Huni di perum Villa Tamara Samarinda,rumah-jual,samarinda,Rp 3 Miliar,3000000000,"Samarinda Ulu, Samarinda",Samarinda Ulu,286 m²,200 m²,3 + 1,3 + 1,rumah123,1,https://www.rumah123.com/properti/samarinda-samarinda-ulu/rumah-siap-huni-di-perum-villa-tamara-samarinda-hos2452735/,03-22-26
Hunian Nyaman dan Asri Full Furnished di Samarinda,rumah-jual,samarinda,"Rp 5,5 Miliar",5500000000,"Samarinda Ulu, Samarinda",Samarinda Ulu,690 m²,273 m²,6,5,rumah123,,https://www.rumah123.com/properti/samarinda-samarinda-ulu/hunian-nyaman-dan-asri-full-furnished-di-samarinda-hos41283569/,03-22-26
Dijual Rumah American Classic 2Kt di Aws,rumah-jual,samarinda,Rp 625 Juta,625000000,"Samarinda Utara, Samarinda",Samarinda Utara,100 m²,51 m²,2,1,rumah123,1,https://www.rumah123.com/properti/samarinda-samarinda-utara/dijual-rumah-american-classic-2kt-di-aws-hos40556548/,03-22-26
Rumah cantik 4 lantai  dijual di Perumahan Alaya,rumah-jual,samarinda,"Rp 3,3 Miliar",3300000000,"Sungai Pinang, Samarinda",Sungai Pinang,180 m²,284 m²,3 + 1,3,rumah123,,https://www.rumah123.com/properti/samarinda-sungai-pinang/rumah-cantik-4-lantai-dijual-di-perumahan-alaya-hos39300489/,03-22-26
Dijual Rumah Baru Gaya Eropa Modern 3 Kamar di Rapak Indah,rumah-jual,samarinda,Rp 800 Juta,800000000,"Sungai Kunjang, Samarinda",Sungai Kunjang,112 m²,67 m²,3,1,rumah123,2,https://www.rumah123.com/properti/samarinda-sungai-kunjang/dijual-rumah-baru-gaya-eropa-modern-3-kamar-di-rapak-indah-hos41062562/,03-22-26
Dijual Rumah Baru 3 Kamar di Rapak Indah,rumah-jual,samarinda,Rp 795 Juta,795000000,"Sungai Kunjang, Samarinda",Sungai Kunjang,97 m²,70 m²,3,2,rumah123,1,https://www.rumah123.com/properti/samarinda-sungai-kunjang/dijual-rumah-baru-3-kamar-di-rapak-indah-hos41054134/,03-22-26
Rumah cantik di jual di Tamansari Grand Samarinda,rumah-jual,samarinda,Rp 675 Juta,675000000,"Loa Janan Ilir, Samarinda",Loa Janan Ilir,120 m²,80 m²,2,1,rumah123,,https://www.rumah123.com/properti/samarinda-loa-janan-ilir/rumah-cantik-di-jual-di-tamansari-grand-samarinda-hos18925198/,03-22-26
Investasi Multifungsi 3 Lantai Pusat Bisnis Samarinda Ulu Dekat dengan Kantor Pajak dan Fasilitas Umum Lainnya,rumah-jual,samarinda,"Rp 3,75 Miliar",3750000000,"Samarinda Ulu, Samarinda",Samarinda Ulu,513 m²,500 m²,11,7,rumah123,6,https://www.rumah123.com/properti/samarinda-samarinda-ulu/investasi-multifungsi-3-lantai-pusat-bisnis-samarinda-ulu-dekat-dengan-kantor-pajak-dan-fasilitas-umum-lainnya-hos41208940/,03-22-26
Rumah Cantik Siap Huni Didekat Rumah Sakit dan Universitas Disamarinda,rumah-jual,samarinda,"Rp 1,2 Miliar",1200000000,"Samarinda Seberang, Samarinda",Samarinda Seberang,124 m²,92 m²,2,2,rumah123,1 + 1,https://www.rumah123.com/properti/samarinda-samarinda-seberang/rumah-cantik-siap-huni-didekat-rumah-sakit-dan-universitas-disamarinda-hos40923104/,03-22-26
