judul,tipe,kota,harga,harga_raw,lokasi,kecamatan,luas_tanah,luas_bangunan,kamar_tidur,kamar_mandi,sumber,carport,url,tanggal_scrape
LAHAN PINGGIR JALAN RAYA SUNGAI AMPAL,tanah-jual,balikpapan,Rp 3 Miliar Total,3000000000,"Balikpapan Tengah, Balikpapan",Balikpapan Tengah,2000 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-tengah/lahan-pinggir-jalan-raya-sungai-ampal-las3961008/,03-22-26
Dijual Tanah di Batakan Manggar Jalan Mulawarman Cocok Buat Gudang Workshop Kantor atau Rumah Pribadi- Hm,tanah-jual,balikpapan,"Rp 3,5 Miliar Total",3500000000,"Balikpapan Timur, Balikpapan",Balikpapan Timur,900 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-timur/dijual-tanah-di-batakan-manggar-jalan-mulawarman-cocok-buat-gudang-workshop-kantor-atau-rumah-pribadi-hm-las9053332/,03-22-26
Dijual Tanah di Batakan Manggar Jalan Mulawarman Cocok Buat Gudang Workshop Kantor atau Rumah Pribadi- Hm,tanah-jual,balikpapan,"Rp 3,5 Miliar Total",3500000000,"Balikpapan Timur, Balikpapan",Balikpapan Timur,900 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-timur/dijual-tanah-di-batakan-manggar-jalan-mulawarman-cocok-buat-gudang-workshop-kantor-atau-rumah-pribadi-hm-las9053331/,03-22-26
Lahan Kavlingan Siap Bangun Di Sepinggan Cocok Untuk Rumah & Kost,tanah-jual,balikpapan,Rp 849 Juta Total,849000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,447 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/lahan-kavlingan-siap-bangun-di-sepinggan-cocok-untuk-rumah-kost-las9016029/,03-22-26
Tanah Komersial Poros Jalan Karang Rejo Datar,tanah-jual,balikpapan,"Rp 3,8 Miliar Total",3800000000,"Balikpapan Tengah, Balikpapan",Balikpapan Tengah,784 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-tengah/tanah-komersial-poros-jalan-karang-rejo-datar-las8790104/,03-22-26
TANAH TEPI JALAN DAN AKSES SUNGAI COCOK DIBANGUN GUDANG & DERMAGA,tanah-jual,balikpapan,"Rp 89,1 Miliar Total",89100000000,"Kariangau, Balikpapan",Kariangau,54000 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-kariangau/tanah-tepi-jalan-dan-akses-sungai-cocok-dibangun-gudang-dermaga-las4152858/,03-22-26
TANAH DATAR DI KAWASAN INDUSTRI KARIANGAU COCOK DIBANGUN PERGUDANGAN,tanah-jual,balikpapan,Rp 42 Miliar Total,42000000000,"Kariangau, Balikpapan",Kariangau,35000 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-kariangau/tanah-datar-di-kawasan-industri-kariangau-cocok-dibangun-pergudangan-las4152911/,03-22-26
Tanah Super Strategis Balikpapan Baru Plus Bangunan Semi Terbuka,tanah-jual,balikpapan,"Rp 1,8 Miliar Total",1800000000,"Balikpapan Baru, Balikpapan",Balikpapan Baru,260 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-baru/tanah-super-strategis-balikpapan-baru-plus-bangunan-semi-terbuka-las8992390/,03-22-26
Tanah Lokasi Strategis Tengah Kota Plus Bangunan Rumah,tanah-jual,balikpapan,Rp 900 Juta Total,900000000,"Karang Jati, Balikpapan",Karang Jati,140 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-karang-jati/tanah-lokasi-strategis-tengah-kota-plus-bangunan-rumah-las8992293/,03-22-26
Teritip Pinggir Aspal Shm,tanah-jual,balikpapan,"Rp 8,04 Miliar Total",8040000000,"Balikpapan Timur, Balikpapan",Balikpapan Timur,6186 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-timur/teritip-pinggir-aspal-shm-las8983207/,03-22-26
Lahan Kavling Siap Bangun Kampung Timur Akses Strategis,tanah-jual,balikpapan,Rp 800 Juta Total,800000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,500 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/lahan-kavling-siap-bangun-kampung-timur-akses-strategis-las8972194/,03-22-26
"Tanah + Bangunan Pinggir Jalan Sumberjo, Balikpapan Tengah",tanah-jual,balikpapan,Rp 12 Miliar Total,12000000000,"Balikpapan Tengah, Balikpapan",Balikpapan Tengah,946 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-tengah/tanah-bangunan-pinggir-jalan-sumberjo-balikpapan-tengah-las8899866/,03-22-26
Tanah Industri Balikpapan Samping Pelabuhan Peti Kemas Kariangau,tanah-jual,balikpapan,"Rp 35,5 Miliar Total",35500000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,44775 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/tanah-industri-balikpapan-samping-pelabuhan-peti-kemas-kariangau-las4118931/,03-22-26
Tanah Beserta Bangunan Strategis Poros Jalan Mayjend Sutoyo Balikpapan,tanah-jual,balikpapan,"Rp 9,7 Miliar Total",9700000000,"Balikpapan Tengah, Balikpapan",Balikpapan Tengah,1294 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-tengah/tanah-beserta-bangunan-strategis-poros-jalan-mayjend-sutoyo-balikpapan-las8741994/,03-22-26
Tanah Sertifikat 4 Ha Daerah Industri Pulau Balang KM13 Balikpapan Dekat Pelabuhan 019JT,tanah-jual,balikpapan,Rp 100 Miliar Total,100000000000,"Karang Joang, Balikpapan",Karang Joang,40000 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-karang-joang/tanah-sertifikat-4-ha-daerah-industri-pulau-balang-km13-balikpapan-dekat-pelabuhan-019jt-las3891662/,03-22-26
Tanah Komersial Poros Jalan MT Haryono Strategis,tanah-jual,balikpapan,Rp 25 Miliar Total,25000000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,1999 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/tanah-komersial-poros-jalan-mt-haryono-strategis-las4255641/,03-22-26
TANAH BAGUS BUAT BISNIS PERUMAHAN CLUSTER DI LAMARU MANGAR BALIKPAPAN Timur,tanah-jual,balikpapan,"Rp 1,9 Miliar Total",1900000000,"Balikpapan Timur, Balikpapan",Balikpapan Timur,5447 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-timur/tanah-bagus-buat-bisnis-perumahan-cluster-di-lamaru-mangar-balikpapan-timur-las8766076/,03-22-26
Tanah Kavling Telindung Murah,tanah-jual,balikpapan,Rp 900 Juta Total,900000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,1612 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/tanah-kavling-telindung-murah-las4296369/,03-22-26
LAHAN KOSONG DI AREA KOMERSIAL DEKAT PT BHUMA,tanah-jual,balikpapan,"Rp 18,7 Miliar Total",18700000000,"Kariangau, Balikpapan",Kariangau,7500 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-kariangau/lahan-kosong-di-area-komersial-dekat-pt-bhuma-las8763643/,03-22-26
"Tanah 3,88 Hektar di Jl. Soekarno Hatta Balikpapan - Kalimantan Timur",tanah-jual,balikpapan,"Rp 65,9 Miliar Total",65900000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,38800 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/tanah-388-hektar-di-jl-soekarno-hatta-balikpapan-kalimantan-timur-las4050385/,03-22-26
"TANAH/LAHAN PINGGIR JALAN POROS KARIANGAU  COCOK DIBUAT PABRIK, GUDANG, WORKSHOP DAN USAHA LAINNYA HARGA NEGO",tanah-jual,balikpapan,Rp 20 Miliar Total,20000000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,4919 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/tanahlahan-pinggir-jalan-poros-kariangau-cocok-dibuat-pabrik-gudang-workshop-dan-usaha-lainnya-harga-nego-las3971453/,03-22-26
Dijual Tanah Kavling Siap Bangun Dekat Perumahan dan Pemukiman,tanah-jual,balikpapan,Rp 185 Juta Total,185000000,"Balikpapan Timur, Balikpapan",Balikpapan Timur,200 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-timur/dijual-tanah-kavling-siap-bangun-dekat-perumahan-dan-pemukiman-las8757563/,03-22-26
"TANAH/LAHAN PINGGIR JALAN POROS KILO 13 PULAU BALANG COCOK DIBUAT GUDANG, WORKSHOP DAN USAHA LAINNYA HARGA NEGO",tanah-jual,balikpapan,"Rp 10,1 Miliar Total",10100000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,4725 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/tanahlahan-pinggir-jalan-poros-kilo-13-pulau-balang-cocok-dibuat-gudang-workshop-dan-usaha-lainnya-harga-nego-las4047813/,03-22-26
Tanah Luas,tanah-jual,balikpapan,Rp 183 Miliar Total,183000000000,"Batakan, Balikpapan",Batakan,60260 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-batakan/tanah-luas-las8746863/,03-22-26
Tanah Pinggir Laut,tanah-jual,balikpapan,"Rp 55,3 Miliar Total",55300000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,13000 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/tanah-pinggir-laut-las8746862/,03-22-26
TANAH LUAS TENGAH KOTA DEKAT SMK 3,tanah-jual,balikpapan,Rp 900 Juta Total,900000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,400 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/tanah-luas-tengah-kota-dekat-smk-3-las8738305/,03-22-26
DiJUAL TANAH DITENGAH KOTA,tanah-jual,balikpapan,Rp 2 Miliar Total,2000000000,"Balikpapan Tengah, Balikpapan",Balikpapan Tengah,2000 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-tengah/dijual-tanah-ditengah-kota-las8738287/,03-22-26
"Dijual Lahan 1,9 Hektar Strategis Di Jl. Soekarno Hatta Balikpapan",tanah-jual,balikpapan,Rp 34 Miliar Total,34000000000,"Karang Joang, Balikpapan",Karang Joang,19500 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-karang-joang/dijual-lahan-19-hektar-strategis-di-jl-soekarno-hatta-balikpapan-las8675595/,03-22-26
Tanah Pinggir Jalan Mt. Haryono,tanah-jual,balikpapan,"Rp 44,8 Miliar Total",44800000000,"Damai, Balikpapan",Damai,2989 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-damai/tanah-pinggir-jalan-mt-haryono-las4325149/,03-22-26
"DIJUAL TANAH/LAHAN PINGGIR JALAN POROS SOEKARNO-HATTA KM 10 COCOK DIBUAT RUKO, PABRIK, GUDANG, WORKSHOP DAN USAHA LAINNYA HARGA NEGO",tanah-jual,balikpapan,"Rp 24,8 Miliar Total",24800000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,13890 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/dijual-tanahlahan-pinggir-jalan-poros-soekarnohatta-km-10-cocok-dibuat-ruko-pabrik-gudang-workshop-dan-usaha-lainnya-las4295128/,03-22-26
"JUAL TANAH STRATEGIS PINGGIR JALAN , BATU AMPAR KM.5 BALIKPAPAN KALIMANTAN TIMUR",tanah-jual,balikpapan,"Rp 2,5 Miliar Total",2500000000,"Batu Ampar, Balikpapan",Batu Ampar,1100 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-batu-ampar/jual-tanah-strategis-pinggir-jalan-batu-ampar-km5-balikpapan-kalimantan-timur-las4294696/,03-22-26
"Tanah Pinggir Jalan Kariangau Cocok Dibuat Pabrik, Gudang Dan Workshop Harga Nego",tanah-jual,balikpapan,"Rp 38,7 Miliar Total",38700000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,24196 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/tanah-pinggir-jalan-kariangau-cocok-dibuat-pabrik-gudang-dan-workshop-harga-nego-las4129874/,03-22-26
"Tanah/Lahan Pinggir Jalan Poros Kariangau Projakal Cocok Dibuat Pabrik, Gudang, Workshop Dan Usaha Lainnya Harga Nego",tanah-jual,balikpapan,Rp 20 Miliar Total,20000000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,7717 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/tanahlahan-pinggir-jalan-poros-kariangau-projakal-cocok-dibuat-pabrik-gudang-workshop-dan-usaha-lainnya-harga-nego-las4180556/,03-22-26
Tanah Pinggir Jalan Poros Proklamasi Manggar Balikpapan,tanah-jual,balikpapan,"Rp 33,3 Miliar Total",33300000000,"Balikpapan Timur, Balikpapan",Balikpapan Timur,21498 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-timur/tanah-pinggir-jalan-poros-proklamasi-manggar-balikpapan-las4203435/,03-22-26
"TANAH/LAHAN PINGGIR JALAN SUNGAI AMPAL COCOK DIBUAT RUKO, CAFE, RUMAH MAKAN DAN USAHA LAINNYA HARGA NEGO",tanah-jual,balikpapan,"Rp 2,2 Miliar Total",2200000000,"Balikpapan Tengah, Balikpapan",Balikpapan Tengah,1892 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-tengah/tanahlahan-pinggir-jalan-sungai-ampal-cocok-dibuat-ruko-cafe-rumah-makan-dan-usaha-lainnya-harga-nego-las4202067/,03-22-26
"TANAH/LAHAN PINGGIR JALAN POROS KILOMETER 13 PULAU BALANG COCOK DIBUAT GUDANG, WORKSHOP DAN INDUSTRIAL",tanah-jual,balikpapan,Rp 60 Miliar Total,60000000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,24010 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/tanahlahan-pinggir-jalan-poros-kilometer-13-pulau-balang-cocok-dibuat-gudang-workshop-dan-industrial-las4216404/,03-22-26
"TANAH/LAHAN PINGGIR JALAN POROS KILO 13 PULAU BALANG  COCOK DIBUAT GUDANG, PABRIK, WORKSHOP DAN USAHA",tanah-jual,balikpapan,"Rp 51,6 Miliar Total",51600000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,27210 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/tanahlahan-pinggir-jalan-poros-kilo-13-pulau-balang-cocok-dibuat-gudang-pabrik-workshop-dan-usaha-las4216348/,03-22-26
Tanah Kavling Di Jl. Soekarno Hatta Balikpapan.,tanah-jual,balikpapan,Rp 600 Juta Total,600000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,545 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/tanah-kavling-di-jl-soekarno-hatta-balikpapan-las4248377/,03-22-26
Tanah di Balikpapan IKN Kaltim Pinggir Jalan Utama Lokasi Strategis,tanah-jual,balikpapan,Rp 295 Miliar Total,295000000000,"Damai, Balikpapan",Damai,59000 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-damai/tanah-di-balikpapan-ikn-kaltim-pinggir-jalan-utama-lokasi-strategis-las4041194/,03-22-26
"5482ef Tanah di Balikpapan Selatan, Kalimantan Timur, 3.312 m²",tanah-jual,balikpapan,"Rp 3,97 Miliar Total",3970000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,3312 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/5482ef-tanah-di-balikpapan-selatan-kalimantan-timur-3312-m-las4128198/,03-22-26
Tanah Dekat Kawasan Wisata Manggar,tanah-jual,balikpapan,Rp 350 Juta Total,350000000,"Balikpapan Timur, Balikpapan",Balikpapan Timur,378 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-timur/tanah-dekat-kawasan-wisata-manggar-las4063140/,03-22-26
Tanah dengan Lokasi Cukup Strategis di Pinggir Jalan,tanah-jual,balikpapan,Rp 3 Miliar Total,3000000000,"Balikpapan Tengah, Balikpapan",Balikpapan Tengah,903 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-tengah/tanah-dengan-lokasi-cukup-strategis-di-pinggir-jalan-las4031760/,03-22-26
Tanah Dijual Cepat di Daerah Soekarno Hatta Balikpapan,tanah-jual,balikpapan,"Rp 33,5 Miliar Total",33500000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,19000 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/tanah-cepat-di-daerah-soekarno-hatta-las3735433/,03-22-26
"Pinggir jalan Raya, lokasi strategis penyangga ibu Kota baru",tanah-jual,balikpapan,"Rp 8,36 Miliar Total",8360000000,"Balikpapan Kota, Balikpapan",Balikpapan Kota,4400 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-kota/pinggir-jalan-raya-lokasi-strategis-penyangga-ibu-kota-baru-las3110822/,03-22-26
TANAH PROSPEK PUSAT KOTA BALIKPAPAN Buat Hotel atau apartement,tanah-jual,balikpapan,Hubungi Agen,0,"Balikpapan Tengah, Balikpapan",Balikpapan Tengah,10000 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-tengah/tanah-prospek-pusat-kota-balikpapan-buat-hotel-atau-apartement-las2150455/,03-22-26
Dijual Tanah Bonus Workshop Siap Pakai di Batakan Balikpapan Kalimantan Timur,tanah-jual,balikpapan,Rp 54 Miliar Total,54000000000,"Balikpapan Timur, Balikpapan",Balikpapan Timur,5400 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-timur/dijual-tanah-bonus-workshop-siap-pakai-di-batakan-balikpapan-kalimantan-timur-las9148345/,03-22-26
Dijual Tanah Bonus Workshop Siap Pakai di Batakan Balikpapan Kalimantan Timur,tanah-jual,balikpapan,Rp 54 Miliar Total,54000000000,"Balikpapan Timur, Balikpapan",Balikpapan Timur,5400 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-timur/dijual-tanah-bonus-workshop-siap-pakai-di-batakan-balikpapan-kalimantan-timur-las9148313/,03-22-26
Dijual Tanah Bonus Workshop Siap Pakai di Batakan Balikpapan Kalimantan Timur,tanah-jual,balikpapan,Rp 54 Miliar Total,54000000000,"Balikpapan Timur, Balikpapan",Balikpapan Timur,5400 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-timur/dijual-tanah-bonus-workshop-siap-pakai-di-batakan-balikpapan-kalimantan-timur-las9148299/,03-22-26
Dijual Tanah Bonus Workshop di Lamaru Balikpapan Kalimantan Timur,tanah-jual,balikpapan,"Rp 97,5 Miliar Total",97500000000,"Balikpapan Timur, Balikpapan",Balikpapan Timur,13000 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-timur/dijual-tanah-bonus-workshop-di-lamaru-balikpapan-kalimantan-timur-las9148288/,03-22-26
Dijual Tanah Bonus Workshop di Lamaru Balikpapan Kalimantan Timur,tanah-jual,balikpapan,"Rp 97,5 Miliar Total",97500000000,"Balikpapan Timur, Balikpapan",Balikpapan Timur,13000 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-timur/dijual-tanah-bonus-workshop-di-lamaru-balikpapan-kalimantan-timur-las9148267/,03-22-26
Dijual Tanah Bonus Workshop di Lamaru Balikpapan Kalimantan Timur,tanah-jual,balikpapan,"Rp 97,5 Miliar Total",97500000000,"Balikpapan Timur, Balikpapan",Balikpapan Timur,13000 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-timur/dijual-tanah-bonus-workshop-di-lamaru-balikpapan-kalimantan-timur-las9148264/,03-22-26
Kavlingan Dp Hanya 5 Juta Kredit Via Developer Dekat Stadion,tanah-jual,balikpapan,Rp 113 Juta Total,113000000,"Balikpapan Timur, Balikpapan",Balikpapan Timur,104 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-timur/kavlingan-dp-hanya-5-juta-kredit-via-developer-dekat-stadion-las9099814/,03-22-26
"Tanah, SHM, di Balikpapan Selatan,",tanah-jual,balikpapan,"Rp 1,45 Miliar Total",1450000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,660 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/tanah-shm-di-balikpapan-selatan-las9148056/,03-22-26
"Tanah, SHM, di Karang Joang,",tanah-jual,balikpapan,"Rp 7,48 Miliar Total",7480000000,"Karang Joang, Balikpapan",Karang Joang,4990 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-karang-joang/tanah-shm-di-karang-joang-las9147983/,03-22-26
"Tanah, SHM, di Kariangau,",tanah-jual,balikpapan,Rp 38 Miliar Total,38000000000,"Kariangau, Balikpapan",Kariangau,43335 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-kariangau/tanah-shm-di-kariangau-las9147660/,03-22-26
Dijual Area Lahan Dikalimantan,tanah-jual,balikpapan,Rp 777 Juta Total,777000000,"Balikpapan Barat, Balikpapan",Balikpapan Barat,915 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-barat/dijual-area-lahan-dikalimantan-las4218806/,03-22-26
Lahan Kavling Terima Sertifikat Lengkap Pinggir Tol Manggar,tanah-jual,balikpapan,Rp 85 Juta Total,85000000,"Balikpapan Timur, Balikpapan",Balikpapan Timur,112 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-timur/lahan-kavling-strategis-fasilitas-lengkap-pinggir-tol-manggar-las8926492/,03-22-26
Dijual cepat tanah potensial untuk hunian juga untuk berkebun,tanah-jual,balikpapan,Rp 300 Juta Total,300000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,154 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/dijual-cepat-tanah-potensial-untuk-hunian-juga-untuk-berkebun-las9027016/,03-22-26
"Investasi Tanah Strategis 3,2 Hektar di Jl. Soekarno Hatta, Balikpapan Utara Lokasi Berkembang Balikpapan Utara",tanah-jual,balikpapan,Rp 22 Miliar Total,22000000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,32782 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/investasi-tanah-strategis-32-hektar-di-jl-soekarno-hatta-balikpapan-utara-lokasi-berkembang-balikpapan-utara-las9133005/,03-22-26
Dijual Tanah Di Jln Sumberejo Kota Balikpapan,tanah-jual,balikpapan,"Rp 1,35 Miliar Total",1350000000,"Balikpapan Tengah, Balikpapan",Balikpapan Tengah,416 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-tengah/dijual-tanah-di-jln-sumberejo-kota-balikpapan-las9015090/,03-22-26
"TANAH PINGGIR JALAN COR PERUMAHAN SEPINGGAN PRATAMA COCOK DIBUAT RUMAH TINGGAL, KOS KOSAN ATAU KONTRAKAN HARGA NEGO",tanah-jual,balikpapan,Rp 2 Miliar Total,2000000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,386 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/tanah-pinggir-jalan-cor-perumahan-sepinggan-pratama-cocok-dibuat-rumah-tinggal-kos-kosan-atau-kontrakan-harga-nego-las4049368/,03-22-26
TANAH DI KAWASAN INDUSTRI KARIANGAU KM 13 BALIKPAPAN,tanah-jual,balikpapan,Rp 10 Miliar Total,10000000000,"Balikpapan Barat, Balikpapan",Balikpapan Barat,25933 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-barat/tanah-di-kawasan-industri-kariangau-km-13-balikpapan-las4133804/,03-22-26
Dijual Tanah dan Bangunan Gudang / Workshop Jl Aw Syahrani Somber - Rk,tanah-jual,balikpapan,Rp 38 Miliar Total,38000000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,18000 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/dijual-tanah-dan-bangunan-gudang-workshop-jl-aw-syahrani-somber-rk-las9116994/,03-22-26
Tanah Strategis Tepi Jalan Utama Balikpapan,tanah-jual,balikpapan,"Rp 4,8 Miliar Total",4800000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,637 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/tanah-strategis-tepi-jalan-utama-balikpapan-las3951245/,03-22-26
Lahan Komersial Cocok Bangun Ruko Strategis Dekat Hotel Platinum,tanah-jual,balikpapan,"Rp 5,2 Miliar Total",5200000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,480 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/lahan-komersial-cocok-bangun-ruko-strategis-dekat-hotel-platinum-las4206643/,03-22-26
Tanah Komersial Balikpapan Utara Dekat Grand City 5.6 Ha Cocok Hotel 028JT,tanah-jual,balikpapan,Rp 169 Miliar Total,169000000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,56654 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/tanah-komersial-balikpapan-utara-dekat-grand-city-56-ha-cocok-hotel-028jt-las4207734/,03-22-26
Tanah Istimewa Pusat Kota Balikpapan Sangat Strategis Luas 2Ha,tanah-jual,balikpapan,Rp 4256 Triliun Total,4256,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,23008 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/tanah-istimewa-pusat-kota-balikpapan-sangat-strategis-luas-2ha-las9083297/,03-22-26
"Tanah Sepinggan (jalan Raya) Balikpapan, Luas 3,7ha",tanah-jual,balikpapan,"Rp 12,9 Miliar Total",12900000000,"Sepinggan, Balikpapan",Sepinggan,37000 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-sepinggan/tanah-sepinggan-jalan-raya-balikpapan-luas-37ha-las8793762/,03-22-26
Kavlingan Murah 6 Kav 500 Juta,tanah-jual,balikpapan,Rp 500 Juta Total,500000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,893 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/kavlingan-luas-las8926626/,03-22-26
Lahan Kavlingan Siap Bangun Di Sepinggan Cocok Untuk Rumah & Kost,tanah-jual,balikpapan,Rp 849 Juta Total,849000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,447 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/lahan-kavlingan-siap-bangun-di-sepinggan-cocok-untuk-rumah-kost-las8998534/,03-22-26
Tanah Murah Dekat Stadion Batakan Konstur Lahan Datar Siap Bangun,tanah-jual,balikpapan,Rp 265 Juta Total,265000000,"Balikpapan Timur, Balikpapan",Balikpapan Timur,255 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-timur/tanah-murah-dekat-stadion-batakan-konstur-lahan-datar-siap-bangun-las9073472/,03-22-26
Lahan Kavling Dekat Mall Bsb dan Uniba,tanah-jual,balikpapan,"Rp 1,6 Miliar Total",1600000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,348 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/lahan-selangkah-ke-bsb-dibawah-harga-pasar-las3742381/,03-22-26
